fips,region,naics,industry,time,bf_march_shift
33,New Hampshire,00,Total for All NAICS,2007,1703.0
33,New Hampshire,00,Total for All NAICS,2008,
33,New Hampshire,00,Total for All NAICS,2009,
33,New Hampshire,00,Total for All NAICS,2010,
33,New Hampshire,00,Total for All NAICS,2011,
33,New Hampshire,00,Total for All NAICS,2012,
33,New Hampshire,00,Total for All NAICS,2013,
33,New Hampshire,00,Total for All NAICS,2014,
33,New Hampshire,00,Total for All NAICS,2015,
33,New Hampshire,00,Total for All NAICS,2016,
33,New Hampshire,00,Total for All NAICS,2017,
33,New Hampshire,00,Total for All NAICS,2018,1341.0
33,New Hampshire,00,Total for All NAICS,2019,1431.0
33,New Hampshire,00,Total for All NAICS,2020,1287.0
33,New Hampshire,00,Total for All NAICS,2021,1401.0
33,New Hampshire,00,Total for All NAICS,2022,1641.0
33,New Hampshire,00,Total for All NAICS,2023,
34,New Jersey,00,Total for All NAICS,2005,
34,New Jersey,00,Total for All NAICS,2006,14608.0
34,New Jersey,00,Total for All NAICS,2007,13060.0
34,New Jersey,00,Total for All NAICS,2008,11603.0
34,New Jersey,00,Total for All NAICS,2009,9802.0
34,New Jersey,00,Total for All NAICS,2010,9737.0
34,New Jersey,00,Total for All NAICS,2011,10227.0
34,New Jersey,00,Total for All NAICS,2012,10127.0
34,New Jersey,00,Total for All NAICS,2013,10183.0
34,New Jersey,00,Total for All NAICS,2014,10154.0
34,New Jersey,00,Total for All NAICS,2015,10034.0
34,New Jersey,00,Total for All NAICS,2016,9978.0
34,New Jersey,00,Total for All NAICS,2017,9788.0
34,New Jersey,00,Total for All NAICS,2018,9974.0
34,New Jersey,00,Total for All NAICS,2019,10369.0
34,New Jersey,00,Total for All NAICS,2020,10027.0
34,New Jersey,00,Total for All NAICS,2021,11693.0
34,New Jersey,00,Total for All NAICS,2022,13215.0
34,New Jersey,00,Total for All NAICS,2023,
35,New Mexico,00,Total for All NAICS,2005,
35,New Mexico,00,Total for All NAICS,2006,2898.0
35,New Mexico,00,Total for All NAICS,2007,2687.0
35,New Mexico,00,Total for All NAICS,2008,2386.0
35,New Mexico,00,Total for All NAICS,2009,1848.0
35,New Mexico,00,Total for All NAICS,2010,1638.0
35,New Mexico,00,Total for All NAICS,2011,1763.0
35,New Mexico,00,Total for All NAICS,2012,
35,New Mexico,00,Total for All NAICS,2013,1663.0
35,New Mexico,00,Total for All NAICS,2014,1572.0
35,New Mexico,00,Total for All NAICS,2015,
35,New Mexico,00,Total for All NAICS,2016,1520.0
35,New Mexico,00,Total for All NAICS,2017,
35,New Mexico,00,Total for All NAICS,2018,1720.0
35,New Mexico,00,Total for All NAICS,2019,1762.0
35,New Mexico,00,Total for All NAICS,2020,1696.0
35,New Mexico,00,Total for All NAICS,2021,1791.0
35,New Mexico,00,Total for All NAICS,2022,2315.0
35,New Mexico,00,Total for All NAICS,2023,
36,New York,00,Total for All NAICS,2005,
36,New York,00,Total for All NAICS,2006,32348.0
36,New York,00,Total for All NAICS,2007,29643.0
36,New York,00,Total for All NAICS,2008,28617.0
36,New York,00,Total for All NAICS,2009,25832.0
36,New York,00,Total for All NAICS,2010,26771.0
36,New York,00,Total for All NAICS,2011,27212.0
36,New York,00,Total for All NAICS,2012,26736.0
36,New York,00,Total for All NAICS,2013,27342.0
36,New York,00,Total for All NAICS,2014,27171.0
36,New York,00,Total for All NAICS,2015,26350.0
36,New York,00,Total for All NAICS,2016,26576.0
36,New York,00,Total for All NAICS,2017,25448.0
36,New York,00,Total for All NAICS,2018,25969.0
36,New York,00,Total for All NAICS,2019,26179.0
36,New York,00,Total for All NAICS,2020,25374.0
36,New York,00,Total for All NAICS,2021,27311.0
36,New York,00,Total for All NAICS,2022,30530.0
36,New York,00,Total for All NAICS,2023,
37,North Carolina,00,Total for All NAICS,2005,
37,North Carolina,00,Total for All NAICS,2006,14066.0
37,North Carolina,00,Total for All NAICS,2007,12868.0
37,North Carolina,00,Total for All NAICS,2008,11602.0
37,North Carolina,00,Total for All NAICS,2009,9179.0
37,North Carolina,00,Total for All NAICS,2010,9102.0
37,North Carolina,00,Total for All NAICS,2011,8963.0
37,North Carolina,00,Total for All NAICS,2012,8570.0
37,North Carolina,00,Total for All NAICS,2013,8789.0
37,North Carolina,00,Total for All NAICS,2014,9015.0
37,North Carolina,00,Total for All NAICS,2015,9530.0
37,North Carolina,00,Total for All NAICS,2016,10021.0
37,North Carolina,00,Total for All NAICS,2017,10559.0
37,North Carolina,00,Total for All NAICS,2018,10918.0
37,North Carolina,00,Total for All NAICS,2019,11339.0
37,North Carolina,00,Total for All NAICS,2020,11215.0
37,North Carolina,00,Total for All NAICS,2021,14534.0
37,North Carolina,00,Total for All NAICS,2022,16962.0
37,North Carolina,00,Total for All NAICS,2023,
38,North Dakota,00,Total for All NAICS,2005,
38,North Dakota,00,Total for All NAICS,2006,
38,North Dakota,00,Total for All NAICS,2007,
38,North Dakota,00,Total for All NAICS,2008,
38,North Dakota,00,Total for All NAICS,2009,
38,North Dakota,00,Total for All NAICS,2010,
38,North Dakota,00,Total for All NAICS,2011,
38,North Dakota,00,Total for All NAICS,2012,
38,North Dakota,00,Total for All NAICS,2013,
38,North Dakota,00,Total for All NAICS,2014,
38,North Dakota,00,Total for All NAICS,2015,
38,North Dakota,00,Total for All NAICS,2016,
38,North Dakota,00,Total for All NAICS,2017,
38,North Dakota,00,Total for All NAICS,2018,
38,North Dakota,00,Total for All NAICS,2019,956.0
38,North Dakota,00,Total for All NAICS,2020,846.0
38,North Dakota,00,Total for All NAICS,2021,885.0
38,North Dakota,00,Total for All NAICS,2022,1031.0
38,North Dakota,00,Total for All NAICS,2023,
39,Ohio,00,Total for All NAICS,2005,
39,Ohio,00,Total for All NAICS,2006,11972.0
39,Ohio,00,Total for All NAICS,2007,10807.0
39,Ohio,00,Total for All NAICS,2008,9835.0
39,Ohio,00,Total for All NAICS,2009,7975.0
39,Ohio,00,Total for All NAICS,2010,7902.0
39,Ohio,00,Total for All NAICS,2011,7869.0
39,Ohio,00,Total for All NAICS,2012,7726.0
39,Ohio,00,Total for All NAICS,2013,7668.0
39,Ohio,00,Total for All NAICS,2014,7582.0
39,Ohio,00,Total for All NAICS,2015,7422.0
39,Ohio,00,Total for All NAICS,2016,7437.0
39,Ohio,00,Total for All NAICS,2017,7493.0
39,Ohio,00,Total for All NAICS,2018,7547.0
39,Ohio,00,Total for All NAICS,2019,8069.0
39,Ohio,00,Total for All NAICS,2020,7943.0
39,Ohio,00,Total for All NAICS,2021,10725.0
39,Ohio,00,Total for All NAICS,2022,11365.0
39,Ohio,00,Total for All NAICS,2023,
40,Oklahoma,00,Total for All NAICS,2005,
40,Oklahoma,00,Total for All NAICS,2006,5378.0
40,Oklahoma,00,Total for All NAICS,2007,5028.0
40,Oklahoma,00,Total for All NAICS,2008,4741.0
40,Oklahoma,00,Total for All NAICS,2009,4131.0
40,Oklahoma,00,Total for All NAICS,2010,3660.0
40,Oklahoma,00,Total for All NAICS,2011,3821.0
40,Oklahoma,00,Total for All NAICS,2012,3827.0
40,Oklahoma,00,Total for All NAICS,2013,3902.0
40,Oklahoma,00,Total for All NAICS,2014,3818.0
40,Oklahoma,00,Total for All NAICS,2015,3798.0
40,Oklahoma,00,Total for All NAICS,2016,3723.0
40,Oklahoma,00,Total for All NAICS,2017,3647.0
40,Oklahoma,00,Total for All NAICS,2018,3661.0
40,Oklahoma,00,Total for All NAICS,2019,4255.0
40,Oklahoma,00,Total for All NAICS,2020,4101.0
40,Oklahoma,00,Total for All NAICS,2021,4647.0
40,Oklahoma,00,Total for All NAICS,2022,5109.0
40,Oklahoma,00,Total for All NAICS,2023,
41,Oregon,00,Total for All NAICS,2005,
41,Oregon,00,Total for All NAICS,2006,7604.0
41,Oregon,00,Total for All NAICS,2007,6966.0
41,Oregon,00,Total for All NAICS,2008,6181.0
41,Oregon,00,Total for All NAICS,2009,4816.0
41,Oregon,00,Total for All NAICS,2010,4569.0
41,Oregon,00,Total for All NAICS,2011,4623.0
41,Oregon,00,Total for All NAICS,2012,4467.0
41,Oregon,00,Total for All NAICS,2013,4657.0
41,Oregon,00,Total for All NAICS,2014,4743.0
41,Oregon,00,Total for All NAICS,2015,5116.0
41,Oregon,00,Total for All NAICS,2016,5443.0
41,Oregon,00,Total for All NAICS,2017,5437.0
41,Oregon,00,Total for All NAICS,2018,5786.0
41,Oregon,00,Total for All NAICS,2019,5855.0
41,Oregon,00,Total for All NAICS,2020,5379.0
41,Oregon,00,Total for All NAICS,2021,5583.0
41,Oregon,00,Total for All NAICS,2022,6523.0
41,Oregon,00,Total for All NAICS,2023,
42,Pennsylvania,00,Total for All NAICS,2005,
42,Pennsylvania,00,Total for All NAICS,2006,14251.0
42,Pennsylvania,00,Total for All NAICS,2007,12844.0
42,Pennsylvania,00,Total for All NAICS,2008,12072.0
42,Pennsylvania,00,Total for All NAICS,2009,9959.0
42,Pennsylvania,00,Total for All NAICS,2010,9501.0
42,Pennsylvania,00,Total for All NAICS,2011,9743.0
42,Pennsylvania,00,Total for All NAICS,2012,9737.0
42,Pennsylvania,00,Total for All NAICS,2013,9859.0
42,Pennsylvania,00,Total for All NAICS,2014,9653.0
42,Pennsylvania,00,Total for All NAICS,2015,9864.0
42,Pennsylvania,00,Total for All NAICS,2016,9831.0
42,Pennsylvania,00,Total for All NAICS,2017,9820.0
42,Pennsylvania,00,Total for All NAICS,2018,10052.0
42,Pennsylvania,00,Total for All NAICS,2019,10695.0
42,Pennsylvania,00,Total for All NAICS,2020,10471.0
42,Pennsylvania,00,Total for All NAICS,2021,13476.0
42,Pennsylvania,00,Total for All NAICS,2022,14484.0
42,Pennsylvania,00,Total for All NAICS,2023,
44,Rhode Island,00,Total for All NAICS,2005,
44,Rhode Island,00,Total for All NAICS,2006,
44,Rhode Island,00,Total for All NAICS,2007,
44,Rhode Island,00,Total for All NAICS,2008,
44,Rhode Island,00,Total for All NAICS,2009,
44,Rhode Island,00,Total for All NAICS,2010,
44,Rhode Island,00,Total for All NAICS,2011,
44,Rhode Island,00,Total for All NAICS,2012,
44,Rhode Island,00,Total for All NAICS,2013,
44,Rhode Island,00,Total for All NAICS,2014,
44,Rhode Island,00,Total for All NAICS,2015,1089.0
44,Rhode Island,00,Total for All NAICS,2016,
44,Rhode Island,00,Total for All NAICS,2017,
44,Rhode Island,00,Total for All NAICS,2018,
44,Rhode Island,00,Total for All NAICS,2019,1262.0
44,Rhode Island,00,Total for All NAICS,2020,1090.0
44,Rhode Island,00,Total for All NAICS,2021,1281.0
44,Rhode Island,00,Total for All NAICS,2022,1489.0
44,Rhode Island,00,Total for All NAICS,2023,
45,South Carolina,00,Total for All NAICS,2005,
45,South Carolina,00,Total for All NAICS,2006,6598.0
45,South Carolina,00,Total for All NAICS,2007,6154.0
45,South Carolina,00,Total for All NAICS,2008,5290.0
45,South Carolina,00,Total for All NAICS,2009,4186.0
45,South Carolina,00,Total for All NAICS,2010,3934.0
45,South Carolina,00,Total for All NAICS,2011,3825.0
45,South Carolina,00,Total for All NAICS,2012,3835.0
45,South Carolina,00,Total for All NAICS,2013,4056.0
45,South Carolina,00,Total for All NAICS,2014,4101.0
45,South Carolina,00,Total for All NAICS,2015,4616.0
45,South Carolina,00,Total for All NAICS,2016,4421.0
45,South Carolina,00,Total for All NAICS,2017,4514.0
45,South Carolina,00,Total for All NAICS,2018,5012.0
45,South Carolina,00,Total for All NAICS,2019,5126.0
45,South Carolina,00,Total for All NAICS,2020,5056.0
45,South Carolina,00,Total for All NAICS,2021,6891.0
45,South Carolina,00,Total for All NAICS,2022,8015.0
45,South Carolina,00,Total for All NAICS,2023,
46,South Dakota,00,Total for All NAICS,2005,
46,South Dakota,00,Total for All NAICS,2006,
46,South Dakota,00,Total for All NAICS,2007,
46,South Dakota,00,Total for All NAICS,2008,
46,South Dakota,00,Total for All NAICS,2009,
46,South Dakota,00,Total for All NAICS,2010,
46,South Dakota,00,Total for All NAICS,2011,
46,South Dakota,00,Total for All NAICS,2012,
46,South Dakota,00,Total for All NAICS,2013,
46,South Dakota,00,Total for All NAICS,2014,
46,South Dakota,00,Total for All NAICS,2015,
46,South Dakota,00,Total for All NAICS,2016,
46,South Dakota,00,Total for All NAICS,2017,
46,South Dakota,00,Total for All NAICS,2018,
46,South Dakota,00,Total for All NAICS,2019,1107.0
46,South Dakota,00,Total for All NAICS,2020,1058.0
46,South Dakota,00,Total for All NAICS,2021,1153.0
46,South Dakota,00,Total for All NAICS,2022,1452.0
46,South Dakota,00,Total for All NAICS,2023,
47,Tennessee,00,Total for All NAICS,2005,
47,Tennessee,00,Total for All NAICS,2006,7616.0
47,Tennessee,00,Total for All NAICS,2007,7259.0
47,Tennessee,00,Total for All NAICS,2008,6534.0
47,Tennessee,00,Total for All NAICS,2009,5126.0
47,Tennessee,00,Total for All NAICS,2010,5247.0
47,Tennessee,00,Total for All NAICS,2011,5153.0
47,Tennessee,00,Total for All NAICS,2012,5013.0
47,Tennessee,00,Total for All NAICS,2013,5047.0
47,Tennessee,00,Total for All NAICS,2014,4967.0
47,Tennessee,00,Total for All NAICS,2015,5159.0
47,Tennessee,00,Total for All NAICS,2016,5301.0
47,Tennessee,00,Total for All NAICS,2017,5422.0
47,Tennessee,00,Total for All NAICS,2018,5485.0
47,Tennessee,00,Total for All NAICS,2019,5996.0
47,Tennessee,00,Total for All NAICS,2020,5808.0
47,Tennessee,00,Total for All NAICS,2021,7352.0
47,Tennessee,00,Total for All NAICS,2022,8647.0
47,Tennessee,00,Total for All NAICS,2023,
48,Texas,00,Total for All NAICS,2005,
48,Texas,00,Total for All NAICS,2006,31970.0
48,Texas,00,Total for All NAICS,2007,31034.0
48,Texas,00,Total for All NAICS,2008,29977.0
48,Texas,00,Total for All NAICS,2009,25015.0
48,Texas,00,Total for All NAICS,2010,25171.0
48,Texas,00,Total for All NAICS,2011,26641.0
48,Texas,00,Total for All NAICS,2012,27111.0
48,Texas,00,Total for All NAICS,2013,27423.0
48,Texas,00,Total for All NAICS,2014,28438.0
48,Texas,00,Total for All NAICS,2015,29524.0
48,Texas,00,Total for All NAICS,2016,29652.0
48,Texas,00,Total for All NAICS,2017,30672.0
48,Texas,00,Total for All NAICS,2018,31800.0
48,Texas,00,Total for All NAICS,2019,33785.0
48,Texas,00,Total for All NAICS,2020,32890.0
48,Texas,00,Total for All NAICS,2021,41650.0
48,Texas,00,Total for All NAICS,2022,48879.0
48,Texas,00,Total for All NAICS,2023,
49,Utah,00,Total for All NAICS,2005,
49,Utah,00,Total for All NAICS,2006,6438.0
49,Utah,00,Total for All NAICS,2007,6415.0
49,Utah,00,Total for All NAICS,2008,5375.0
49,Utah,00,Total for All NAICS,2009,4247.0
49,Utah,00,Total for All NAICS,2010,4038.0
49,Utah,00,Total for All NAICS,2011,3960.0
49,Utah,00,Total for All NAICS,2012,4055.0
49,Utah,00,Total for All NAICS,2013,3963.0
49,Utah,00,Total for All NAICS,2014,4139.0
49,Utah,00,Total for All NAICS,2015,4287.0
49,Utah,00,Total for All NAICS,2016,4517.0
49,Utah,00,Total for All NAICS,2017,4746.0
49,Utah,00,Total for All NAICS,2018,5239.0
49,Utah,00,Total for All NAICS,2019,5306.0
49,Utah,00,Total for All NAICS,2020,5313.0
49,Utah,00,Total for All NAICS,2021,5859.0
49,Utah,00,Total for All NAICS,2022,6575.0
49,Utah,00,Total for All NAICS,2023,
50,Vermont,00,Total for All NAICS,2005,
50,Vermont,00,Total for All NAICS,2006,
50,Vermont,00,Total for All NAICS,2007,
50,Vermont,00,Total for All NAICS,2008,
50,Vermont,00,Total for All NAICS,2009,
50,Vermont,00,Total for All NAICS,2010,
50,Vermont,00,Total for All NAICS,2011,
50,Vermont,00,Total for All NAICS,2012,
50,Vermont,00,Total for All NAICS,2013,
50,Vermont,00,Total for All NAICS,2014,
50,Vermont,00,Total for All NAICS,2015,
50,Vermont,00,Total for All NAICS,2016,
50,Vermont,00,Total for All NAICS,2017,
50,Vermont,00,Total for All NAICS,2018,
50,Vermont,00,Total for All NAICS,2019,670.0
50,Vermont,00,Total for All NAICS,2020,648.0
50,Vermont,00,Total for All NAICS,2021,708.0
50,Vermont,00,Total for All NAICS,2022,796.0
50,Vermont,00,Total for All NAICS,2023,
51,Virginia,00,Total for All NAICS,2005,
51,Virginia,00,Total for All NAICS,2006,12747.0
51,Virginia,00,Total for All NAICS,2007,10951.0
51,Virginia,00,Total for All NAICS,2008,9916.0
51,Virginia,00,Total for All NAICS,2009,7848.0
51,Virginia,00,Total for All NAICS,2010,7529.0
51,Virginia,00,Total for All NAICS,2011,7787.0
51,Virginia,00,Total for All NAICS,2012,7605.0
51,Virginia,00,Total for All NAICS,2013,7818.0
51,Virginia,00,Total for All NAICS,2014,7696.0
51,Virginia,00,Total for All NAICS,2015,8120.0
51,Virginia,00,Total for All NAICS,2016,7902.0
51,Virginia,00,Total for All NAICS,2017,7884.0
51,Virginia,00,Total for All NAICS,2018,8122.0
51,Virginia,00,Total for All NAICS,2019,8340.0
51,Virginia,00,Total for All NAICS,2020,7987.0
51,Virginia,00,Total for All NAICS,2021,9762.0
51,Virginia,00,Total for All NAICS,2022,10794.0
51,Virginia,00,Total for All NAICS,2023,
53,Washington,00,Total for All NAICS,2005,
53,Washington,00,Total for All NAICS,2006,13263.0
53,Washington,00,Total for All NAICS,2007,12350.0
53,Washington,00,Total for All NAICS,2008,11197.0
53,Washington,00,Total for All NAICS,2009,8718.0
53,Washington,00,Total for All NAICS,2010,8106.0
53,Washington,00,Total for All NAICS,2011,8547.0
53,Washington,00,Total for All NAICS,2012,8149.0
53,Washington,00,Total for All NAICS,2013,8391.0
53,Washington,00,Total for All NAICS,2014,8691.0
53,Washington,00,Total for All NAICS,2015,9379.0
53,Washington,00,Total for All NAICS,2016,9614.0
53,Washington,00,Total for All NAICS,2017,9919.0
53,Washington,00,Total for All NAICS,2018,10784.0
53,Washington,00,Total for All NAICS,2019,11023.0
53,Washington,00,Total for All NAICS,2020,10394.0
53,Washington,00,Total for All NAICS,2021,10912.0
53,Washington,00,Total for All NAICS,2022,12902.0
53,Washington,00,Total for All NAICS,2023,
54,West Virginia,00,Total for All NAICS,2005,
54,West Virginia,00,Total for All NAICS,2006,
54,West Virginia,00,Total for All NAICS,2007,
54,West Virginia,00,Total for All NAICS,2008,
54,West Virginia,00,Total for All NAICS,2009,
54,West Virginia,00,Total for All NAICS,2010,
54,West Virginia,00,Total for All NAICS,2011,
54,West Virginia,00,Total for All NAICS,2012,
54,West Virginia,00,Total for All NAICS,2013,
54,West Virginia,00,Total for All NAICS,2014,
54,West Virginia,00,Total for All NAICS,2015,
54,West Virginia,00,Total for All NAICS,2016,
54,West Virginia,00,Total for All NAICS,2017,
54,West Virginia,00,Total for All NAICS,2018,
54,West Virginia,00,Total for All NAICS,2019,1061.0
54,West Virginia,00,Total for All NAICS,2020,968.0
54,West Virginia,00,Total for All NAICS,2021,1082.0
54,West Virginia,00,Total for All NAICS,2022,1259.0
54,West Virginia,00,Total for All NAICS,2023,
55,Wisconsin,00,Total for All NAICS,2005,
55,Wisconsin,00,Total for All NAICS,2006,7054.0
55,Wisconsin,00,Total for All NAICS,2007,6447.0
55,Wisconsin,00,Total for All NAICS,2008,5539.0
55,Wisconsin,00,Total for All NAICS,2009,4556.0
55,Wisconsin,00,Total for All NAICS,2010,4434.0
55,Wisconsin,00,Total for All NAICS,2011,4336.0
55,Wisconsin,00,Total for All NAICS,2012,4187.0
55,Wisconsin,00,Total for All NAICS,2013,4251.0
55,Wisconsin,00,Total for All NAICS,2014,4355.0
55,Wisconsin,00,Total for All NAICS,2015,4424.0
55,Wisconsin,00,Total for All NAICS,2016,4402.0
55,Wisconsin,00,Total for All NAICS,2017,4345.0
55,Wisconsin,00,Total for All NAICS,2018,4393.0
55,Wisconsin,00,Total for All NAICS,2019,4591.0
55,Wisconsin,00,Total for All NAICS,2020,4482.0
55,Wisconsin,00,Total for All NAICS,2021,5378.0
55,Wisconsin,00,Total for All NAICS,2022,6062.0
55,Wisconsin,00,Total for All NAICS,2023,
56,Wyoming,00,Total for All NAICS,2005,
56,Wyoming,00,Total for All NAICS,2006,
56,Wyoming,00,Total for All NAICS,2007,
56,Wyoming,00,Total for All NAICS,2008,
56,Wyoming,00,Total for All NAICS,2009,
56,Wyoming,00,Total for All NAICS,2010,
56,Wyoming,00,Total for All NAICS,2011,
56,Wyoming,00,Total for All NAICS,2012,
56,Wyoming,00,Total for All NAICS,2013,
56,Wyoming,00,Total for All NAICS,2014,
56,Wyoming,00,Total for All NAICS,2015,1166.0
56,Wyoming,00,Total for All NAICS,2016,
56,Wyoming,00,Total for All NAICS,2017,
56,Wyoming,00,Total for All NAICS,2018,
56,Wyoming,00,Total for All NAICS,2019,1466.0
56,Wyoming,00,Total for All NAICS,2020,1460.0
56,Wyoming,00,Total for All NAICS,2021,1959.0
56,Wyoming,00,Total for All NAICS,2022,2402.0
56,Wyoming,00,Total for All NAICS,2023,
